id,author_id,reference_id
1280,1109,200
1281,1110,200
1282,951,201
1283,1104,201
1284,1111,201
1285,1112,202
1286,1113,202
1287,1114,202
1288,1115,202
1289,1116,202
1290,197,202
1291,1117,202
1292,1118,202
1293,1119,202
1294,1120,203
1295,1121,203
1296,1122,203
1297,1123,204
1298,1124,204
1299,1125,204
1300,1126,204
1301,1127,204
1302,1128,204
1303,1129,204
1304,1130,204
1305,1131,205
1306,1132,205
1307,1133,205
1308,1134,205
1309,1135,205
1310,1136,205
1311,1137,205
1312,1138,206
1313,1139,206
1314,1140,206
1315,1141,206
1316,1142,206
1317,1143,206
1318,1144,206
1319,1145,206
1320,1146,206
1321,853,207
1322,1147,207
1323,1148,207
1324,1149,207
1325,1150,207
1326,1151,207
1327,1152,207
1328,1153,207
1329,1154,207
1330,1155,207
1331,1156,207
1332,1157,207
1333,1158,207
1334,1159,207
1335,1160,208
1336,1161,208
1337,1162,208
1338,1163,208
1339,1164,208
1340,1165,208
1341,1166,208
1342,1167,209
1343,1168,209
1344,1169,209
1345,1170,209
1346,1171,209
1347,1172,209
1348,1173,210
1349,1174,210
1350,1175,210
1351,1176,210
1352,1177,210
1353,1178,210
1354,1179,211
1355,1180,211
1356,1181,211
1357,1182,211
1358,1183,211
1359,1184,211
1360,1185,212
1361,1186,212
1362,1187,212
1363,1188,212
1364,1189,212
1365,1190,213
1366,1191,213
1367,1192,213
1368,1193,213
1369,1194,213
1370,1195,213
1371,1196,213
1372,1197,213
1373,1198,213
1374,1199,213
1375,1200,213
1376,1201,214
1377,1202,215
1378,1203,215
1379,1204,215
1380,1205,215
1381,1206,215
1382,1207,215
1383,1208,215
1384,1209,215
1385,1210,215
1386,1211,215
1387,1212,216
1388,1213,216
1389,1214,216
1390,1215,216
1391,1216,216
1392,1217,216
1393,1218,216
1394,978,216
1395,1219,217
1396,300,217
1397,481,217
1398,1220,217
1399,1190,218
1400,1221,218
1401,1222,218
1402,1223,218
1403,1224,218
1404,1225,218
1405,1226,218
1406,1199,218
1407,1200,218
1408,1198,218
1409,1227,219
1410,1228,219
1411,1229,219
1412,1230,219
1413,1231,219
1414,1232,219
1415,1233,219
1416,1234,219
1417,1235,219
1418,1236,219
1419,1237,219
1420,1238,219
1421,1239,220
1422,1240,220
1423,1241,220
1424,1242,220
1425,1243,220
1426,1244,220
1427,1245,220
1428,1246,220
1429,1247,220
1430,1248,221
1431,1249,221
1432,1250,221
1433,1251,221
1434,1252,221
1435,1253,221
1436,1254,221
1437,1255,221
1438,1256,221
1439,1257,221
1440,1258,221
1441,1259,221
1442,1260,222
1443,1261,222
1444,1262,222
1445,1263,222
1446,1264,222
1447,1265,222
1448,1266,222
1449,1267,222
1450,1218,223
1451,1213,223
1452,1268,223
1453,1212,223
1454,1215,223
1455,978,223
1456,925,224
1457,928,224
1458,1269,224
1459,1077,224
1460,1270,224
1461,1271,224
1462,930,224
1463,931,224
1464,932,224
1465,1272,225
1466,1273,225
1467,1274,225
1468,1275,225
1469,1276,225
1470,1277,225
1471,1278,225
1472,1279,225
1473,1280,225
1474,1281,225
1475,1282,225
1476,1283,225
1477,1219,226
1478,1284,226
1479,1285,227
1480,1286,227
1481,1036,227
1482,1038,227
1483,836,227
1484,1287,228
1485,1288,228
1486,1289,228
1487,1290,228
1488,1291,228
1489,1292,228
1490,1293,228
1491,1294,228
1492,1295,229
1493,1076,229
1494,1296,229
1495,1297,229
1496,1298,229
1497,1299,229
1498,1029,229
1499,1300,229
1500,1301,229
1501,1302,229
1502,925,230
1503,1303,230
1504,1304,230
1505,928,230
1506,1305,230
1507,1077,230
1508,1306,230
1509,674,230
1510,930,230
1511,1307,230
1512,1308,230
1513,932,230
1514,1309,231
1515,786,231
1516,1310,231
1517,1311,231
1518,1312,231
1519,1313,231
1520,1314,232
1521,1315,232
1522,1316,232
1523,1317,232
1524,1318,232
1525,1319,232
1526,1320,232
1527,1321,232
1528,1322,233
1529,1323,233
1530,1324,234
1531,1325,234
1532,1326,234
1533,1327,234
1534,1038,234
1535,1328,234
1536,1329,235
1537,1330,235
1538,1331,235
1539,1332,235
1540,1333,235
1541,1334,235
1542,1335,235
1543,1336,236
1544,1337,236
1545,1338,236
1546,1339,236
1547,1340,236
1548,1341,237
1549,1342,237
1550,1343,237
1551,1344,237
1552,1345,237
1553,1346,237
1554,1076,238
1555,1077,238
1556,929,238
1557,928,238
1558,1347,238
1559,1348,238
1560,1349,238
1561,672,238
1562,1307,238
1563,932,238
1564,1350,239
1565,1351,239
1566,1352,239
1567,1353,239
1568,1354,239
1569,1355,239
1570,1356,240
1571,1357,240
1572,1358,240
1573,1359,240
1574,1360,240
1575,1361,241
1576,1362,241
1577,1363,241
1578,1364,241
1579,1365,241
1580,1366,241
1581,1367,241
1582,1368,241
1583,1369,241
1584,1370,241
1585,1371,241
1586,1372,242
1587,1373,242
1588,1374,242
1589,1373,243
1590,1374,243
1591,1375,243
1592,1376,243
1593,1372,243
1594,1377,244
1595,1378,244
1596,1379,244
1597,1380,244
1598,1381,244
1599,1382,244
1600,1383,244
1601,1384,245
1602,1385,245
1603,1386,245
1604,1387,245
1605,1388,245
1606,1389,245
1607,1390,245
1608,1391,245
1609,1392,245
1610,1393,245
1611,1394,245
1612,1395,245
1613,1396,245
1614,1397,245
1615,1398,246
1616,1399,246
1617,1400,246
1618,1397,246
1619,1401,247
1620,1402,247
1621,1403,247
1622,1404,247
1623,1405,247
1624,952,247
1625,1406,248
1626,1407,248
1627,1408,248
1628,1409,249
1629,1150,249
1630,1410,249
1631,1411,249
1632,1412,249
1633,1413,249
1634,1414,249
1635,1415,249
1636,952,249
1637,1416,249
1638,1417,250
1639,1418,250
1640,1419,250
1641,1420,250
1642,1421,250
1643,1422,250
1644,1423,250
1645,1424,251
1646,1425,251
1647,1426,251
1648,1427,251
1649,1428,251
1650,1429,251
1651,1430,251
1652,1431,252
1653,1432,252
1654,1433,252
1655,1434,252
1656,1435,253
1657,1436,253
1658,1437,253
1659,1438,253
1660,1439,253
1661,1440,253
1662,1441,253
1663,1442,253
1664,1443,253
1665,1444,253
1666,1445,253
1667,1446,253
1668,1447,253
1669,1448,253
1670,1449,253
1671,1450,253
1672,1451,253
1673,1452,254
1674,1453,254
1675,1454,254
1676,874,254
1677,885,254
1678,1455,254
1679,1456,254
1680,1457,255
1681,1458,255
1682,1459,255
1683,1460,255
1684,1461,255
1685,1462,255
1686,1463,255
1687,1464,256
1688,1465,256
1689,1466,256
1690,1467,256
1691,1468,256
1692,1469,256
1693,1470,256
1694,1471,256
1695,1472,257
1696,1473,257
1697,1474,257
1698,1475,257
1699,1476,257
1700,1477,257
1701,1478,257
1702,1479,257
1703,1480,257
1704,1481,258
1705,1472,258
1706,1474,258
1707,1480,258
1708,1476,258
1709,1479,258
1710,1480,259
1711,1479,259
1712,1482,259
1713,1478,259
1714,1483,259
1715,1476,259
1716,1477,259
1717,1484,259
1718,1474,259
1719,1481,259
1720,1472,259
1721,1485,260
1722,1486,260
1723,1487,260
1724,1488,260
1725,1489,260
1726,1471,260
1727,1490,261
1728,1491,261
