id,subset_id,dataset_id,numerical_id,value,qualifier,primary_property_id,secondary_property_id,value_temp,label
16845,329,275,40490,0.445750415,0,20,18,298.0,K
16847,329,275,40491,2.06671144713695,1,20,18,298.0,K
16847,329,275,40492,0.45283711,0,20,18,298.0,K
16849,329,275,40493,2.07016200237228,1,20,18,298.0,K
16849,329,275,40494,0.459090352,0,20,18,298.0,K
16851,329,275,40495,2.0736249456899,1,20,18,298.0,K
16851,329,275,40496,0.465872973,0,20,18,298.0,K
16853,329,275,40497,2.07710076808759,1,20,18,298.0,K
16853,329,275,40498,0.471918106,0,20,18,298.0,K
16855,329,275,40499,2.0805889016414,1,20,18,298.0,K
16855,329,275,40500,0.479201287,0,20,18,298.0,K
16857,329,275,40501,2.0840896253681,1,20,18,298.0,K
16857,329,275,40502,0.486457259,0,20,18,298.0,K
16859,329,275,40503,2.08760322198324,1,20,18,298.0,K
16859,329,275,40504,0.493647486,0,20,18,298.0,K
16861,329,275,40505,2.09099890510677,1,20,18,298.0,K
16861,329,275,40506,0.500979662,0,20,18,298.0,K
16863,329,275,40507,2.09453758460733,1,20,18,298.0,K
16863,329,275,40508,0.507181704,0,20,18,298.0,K
16865,329,275,40509,2.0980893451585,1,20,18,298.0,K
16865,329,275,40510,0.515092492,0,20,18,298.0,K
16867,329,275,40511,2.10165382400364,1,20,18,298.0,K
16867,329,275,40512,0.521895826,0,20,18,298.0,K
16869,329,275,40513,2.10523152545072,1,20,18,298.0,K
16869,329,275,40514,0.528971672,0,20,18,298.0,K
16871,329,275,40515,2.10882208552989,1,20,18,298.0,K
16871,329,275,40516,0.536666036,0,20,18,298.0,K
16873,329,275,40517,2.11242623170377,1,20,18,298.0,K
16873,329,275,40518,0.544058442,0,20,18,298.0,K
16875,329,275,40519,2.1160433800538,1,20,18,298.0,K
16875,329,275,40520,0.551802754,0,20,18,298.0,K
16877,329,275,40521,2.11967426396692,1,20,18,298.0,K
16877,329,275,40522,0.558796525,0,20,18,298.0,K
16879,329,275,40523,2.12331829537272,1,20,18,298.0,K
16879,329,275,40524,0.566830158,0,20,18,298.0,K
16881,329,275,40525,2.12697576818173,1,20,18,298.0,K
16881,329,275,40526,0.574375391,0,20,18,298.0,K
16883,329,275,40527,2.13064698026339,1,20,18,298.0,K
16883,329,275,40528,0.582090259,0,20,18,298.0,K
16885,329,275,40529,2.13419501645299,1,20,18,298.0,K
16885,329,275,40530,0.589356184,0,20,18,298.0,K
16887,329,275,40531,2.13789301352992,1,20,18,298.0,K
16887,329,275,40532,0.596226156,0,20,18,298.0,K
16889,329,275,40533,2.14160452503212,1,20,18,298.0,K
16889,329,275,40534,0.603435934,0,20,18,298.0,K
16891,329,275,40535,2.14533007892712,1,20,18,298.0,K
16891,329,275,40536,0.610532939,0,20,18,298.0,K
16893,329,275,40537,2.14906952659594,1,20,18,298.0,K
16893,329,275,40538,0.617340624,0,20,18,298.0,K
16895,329,275,40539,2.15282317394144,1,20,18,298.0,K
16895,329,275,40540,0.624470592,0,20,18,298.0,K
16897,329,275,40541,2.15659041434571,1,20,18,298.0,K
16897,329,275,40542,0.631186366,0,20,18,298.0,K
16899,329,275,40543,2.1602321158677,1,20,18,298.0,K
16899,329,275,40544,0.637879372,0,20,18,298.0,K
16901,329,275,40545,2.16402765890382,1,20,18,298.0,K
16901,329,275,40546,0.644023895,0,20,18,298.0,K
16903,329,275,40547,2.16783725694383,1,20,18,298.0,K
16903,329,275,40548,0.650929451,0,20,18,298.0,K
16905,329,275,40549,2.17166122001394,1,20,18,298.0,K
16905,329,275,40550,0.656968653,0,20,18,298.0,K
16907,329,275,40551,2.17550009558893,1,20,18,298.0,K
16907,329,275,40552,0.663484037,0,20,18,298.0,K
16909,329,275,40553,2.17921020223097,1,20,18,298.0,K
16909,329,275,40554,0.669902623,0,20,18,298.0,K
16911,329,275,40555,2.18307747873027,1,20,18,298.0,K
16911,329,275,40556,0.675274551,0,20,18,298.0,K
16913,329,275,40557,2.18695944744765,1,20,18,298.0,K
16913,329,275,40558,0.681356669,0,20,18,298.0,K
16915,329,275,40559,2.19085619153791,1,20,18,298.0,K
16915,329,275,40560,0.686357439,0,20,18,298.0,K
16917,329,275,40561,2.19462269829763,1,20,18,298.0,K
16917,329,275,40562,0.691715419,0,20,18,298.0,K
16919,329,275,40563,2.19854896484622,1,20,18,298.0,K
16919,329,275,40564,0.697115898,0,20,18,298.0,K
16921,329,275,40565,2.20248978272761,1,20,18,298.0,K
16921,329,275,40566,0.702008605,0,20,18,298.0,K
16923,329,275,40567,2.20644619087511,1,20,18,298.0,K
16923,329,275,40568,0.707006037,0,20,18,298.0,K
16925,329,275,40569,2.21027014679286,1,20,18,298.0,K
16925,329,275,40570,0.711267173,0,20,18,298.0,K
16927,329,275,40571,2.21425627139915,1,20,18,298.0,K
16927,329,275,40572,0.716246486,0,20,18,298.0,K
16929,329,275,40573,2.21825776863468,1,20,18,298.0,K
16929,329,275,40574,0.720555782,0,20,18,298.0,K
16931,329,275,40575,2.22227496979044,1,20,18,298.0,K
16931,329,275,40576,0.724844873,0,20,18,298.0,K
16933,329,275,40577,2.22615769480874,1,20,18,298.0,K
16933,329,275,40578,0.728347838,0,20,18,298.0,K
16935,329,275,40579,2.23020554472677,1,20,18,298.0,K
16935,329,275,40580,0.732484758,0,20,18,298.0,K
16937,329,275,40581,2.2342686335172,1,20,18,298.0,K
16937,329,275,40582,0.736186206,0,20,18,298.0,K
16939,329,275,40583,2.2381963777802,1,20,18,298.0,K
16939,329,275,40584,0.739524782,0,20,18,298.0,K
16941,329,275,40585,2.24229113657017,1,20,18,298.0,K
16941,329,275,40586,0.742597878,0,20,18,298.0,K
16943,329,275,40587,2.24640140195738,1,20,18,298.0,K
16943,329,275,40588,0.745817602,0,20,18,298.0,K
16945,329,275,40589,2.25052801039695,1,20,18,298.0,K
16945,329,275,40590,0.749117196,0,20,18,298.0,K
16947,329,275,40591,2.25451693285669,1,20,18,298.0,K
16947,329,275,40592,0.751821399,0,20,18,298.0,K
16949,329,275,40593,2.2586754479407,1,20,18,298.0,K
16949,329,275,40594,0.754419208,0,20,18,298.0,K
16951,329,275,40595,2.26285008845015,1,20,18,298.0,K
16951,329,275,40596,0.756640554,0,20,18,298.0,K
16953,329,275,40597,2.26688613785624,1,20,18,298.0,K
16953,329,275,40598,0.75895381,0,20,18,298.0,K
16955,329,275,40599,2.27109299029865,1,20,18,298.0,K
16955,329,275,40600,0.761217535,0,20,18,298.0,K
16957,329,275,40601,2.27516030772648,1,20,18,298.0,K
16957,329,275,40602,0.763310731,0,20,18,298.0,K
16959,329,275,40603,2.27940000065544,1,20,18,298.0,K
16959,329,275,40604,0.76489228,0,20,18,298.0,K
16961,329,275,40605,2.28365706429787,1,20,18,298.0,K
16961,329,275,40606,0.766386449,0,20,18,298.0,K
16963,329,275,40607,2.28777212556594,1,20,18,298.0,K
16963,329,275,40608,0.768030107,0,20,18,298.0,K
16965,329,275,40609,2.2920623579609,1,20,18,298.0,K
16965,329,275,40610,0.769499898,0,20,18,298.0,K
16967,329,275,40611,2.29636923110934,1,20,18,298.0,K
16967,329,275,40612,0.772013366,0,20,18,298.0,K
16969,329,275,40613,2.30053314046633,1,20,18,298.0,K
16969,329,275,40614,0.773487091,0,20,18,298.0,K
16971,329,275,40615,2.30487455108349,1,20,18,298.0,K
16971,329,275,40616,0.774860919,0,20,18,298.0,K
16973,329,275,40617,2.30907149045312,1,20,18,298.0,K
16973,329,275,40618,0.775716424,0,20,18,298.0,K
16975,329,275,40619,2.31344679807658,1,20,18,298.0,K
16975,329,275,40620,0.776847065,0,20,18,298.0,K
16977,329,275,40621,2.31767689267075,1,20,18,298.0,K
16977,329,275,40622,0.777600527,0,20,18,298.0,K
16979,329,275,40623,2.32208729285195,1,20,18,298.0,K
16979,329,275,40624,0.778562844,0,20,18,298.0,K
16981,329,275,40625,2.32651530929562,1,20,18,298.0,K
16981,329,275,40626,0.779675543,0,20,18,298.0,K
16983,329,275,40627,2.33079604836635,1,20,18,298.0,K
16983,329,275,40628,0.781303823,0,20,18,298.0,K
16985,329,275,40629,2.33525952017019,1,20,18,298.0,K
16985,329,275,40630,0.781711936,0,20,18,298.0,K
16987,329,275,40631,2.33957441405218,1,20,18,298.0,K
16987,329,275,40632,0.782677651,0,20,18,298.0,K
16989,329,275,40633,2.34407376647551,1,20,18,298.0,K
16989,329,275,40634,0.782927334,0,20,18,298.0,K
16991,329,275,40635,2.34842349636578,1,20,18,298.0,K
16991,329,275,40636,0.784327328,0,20,18,298.0,K
16993,329,275,40637,2.35295888974156,1,20,18,298.0,K
16993,329,275,40638,0.785637438,0,20,18,298.0,K
16995,329,275,40639,2.35734360242699,1,20,18,298.0,K
16995,329,275,40640,0.786568523,0,20,18,298.0,K
16997,329,275,40641,2.36191574548781,1,20,18,298.0,K
16997,329,275,40642,0.787549377,0,20,18,298.0,K
16999,329,275,40643,2.36633586463633,1,20,18,298.0,K
16999,329,275,40644,0.788818955,0,20,18,298.0,K
17001,329,275,40645,2.37094464998931,1,20,18,298.0,K
17001,329,275,40646,0.78960067,0,20,18,298.0,K
17003,329,275,40647,2.37540088072229,1,20,18,298.0,K
17003,329,275,40648,0.790434182,0,20,18,298.0,K
17005,329,275,40649,2.38004703126101,1,20,18,298.0,K
17005,329,275,40650,0.791668177,0,20,18,298.0,K
17007,329,275,40651,2.38453953562271,1,20,18,298.0,K
17007,329,275,40652,0.792106509,0,20,18,298.0,K
17009,329,275,40653,2.38922406827363,1,20,18,298.0,K
17009,329,275,40654,0.792958975,0,20,18,298.0,K
17011,329,275,40655,2.3937532910633,1,20,18,298.0,K
17011,329,275,40656,0.793891847,0,20,18,298.0,K
17013,329,275,40657,2.39847583004194,1,20,18,298.0,K
17013,329,275,40658,0.795009792,0,20,18,298.0,K
17015,329,275,40659,2.40304222106501,1,20,18,298.0,K
17015,329,275,40660,0.796049178,0,20,18,298.0,K
17017,329,275,40661,2.40780380163734,1,20,18,298.0,K
17017,329,275,40662,0.797158659,0,20,18,298.0,K
17019,329,275,40663,2.41240753302236,1,20,18,298.0,K
17019,329,275,40664,0.798128724,0,20,18,298.0,K
17021,329,275,40665,2.41720863868113,1,20,18,298.0,K
17021,329,275,40666,0.798737764,0,20,18,298.0,K
17023,329,275,40667,2.42185074838128,1,20,18,298.0,K
17023,329,275,40668,0.800031185,0,20,18,298.0,K
17025,329,275,40669,2.42669100195719,1,20,18,298.0,K
17025,329,275,40670,0.801137567,0,20,18,298.0,K
17027,329,275,40671,2.43137182151502,1,20,18,298.0,K
17027,329,275,40672,0.802184463,0,20,18,298.0,K
17029,329,275,40673,2.43607160982905,1,20,18,298.0,K
17029,329,275,40674,0.803263724,0,20,18,298.0,K
17031,329,275,40675,2.44097230342666,1,20,18,298.0,K
17031,329,275,40676,0.804424822,0,20,18,298.0,K
17033,329,275,40677,2.44571123029288,1,20,18,298.0,K
17033,329,275,40678,0.805909157,0,20,18,298.0,K
17035,329,275,40679,2.45065289295338,1,20,18,298.0,K
17035,329,275,40680,0.807184339,0,20,18,298.0,K
17037,329,275,40681,2.45543174502805,1,20,18,298.0,K
17037,329,275,40682,0.808905602,0,20,18,298.0,K
17039,329,275,40683,2.46023001573719,1,20,18,298.0,K
17039,329,275,40684,0.81020987,0,20,18,298.0,K
17041,329,275,40685,2.46523417422445,1,20,18,298.0,K
17041,329,275,40686,0.812012732,0,20,18,298.0,K
17043,329,275,40687,2.47007327249658,1,20,18,298.0,K
17043,329,275,40688,0.814057112,0,20,18,298.0,K
17045,329,275,40689,2.47511925343631,1,20,18,298.0,K
17045,329,275,40690,0.81589514,0,20,18,298.0,K
17047,329,275,40691,2.47999909182433,1,20,18,298.0,K
17047,329,275,40692,0.817807257,0,20,18,298.0,K
17049,329,275,40693,2.48489912174872,1,20,18,298.0,K
17049,329,275,40694,0.819761872,0,20,18,298.0,K
17051,329,275,40695,2.49000943054525,1,20,18,298.0,K
17051,329,275,40696,0.821909607,0,20,18,298.0,K
17053,329,275,40697,2.49495143508722,1,20,18,298.0,K
17053,329,275,40698,0.824285567,0,20,18,298.0,K
17055,329,275,40699,2.49991401858222,1,20,18,298.0,K
17055,329,275,40700,0.827065468,0,20,18,298.0,K
17057,329,275,40701,2.50508957888107,1,20,18,298.0,K
17057,329,275,40702,0.830352426,0,20,18,298.0,K
17059,329,275,40703,2.51009463148865,1,20,18,298.0,K
17059,329,275,40704,0.833406687,0,20,18,298.0,K
17061,329,275,40705,2.51512096862013,1,20,18,298.0,K
17061,329,275,40706,0.835857391,0,20,18,298.0,K
17063,329,275,40707,2.52036272284686,1,20,18,298.0,K
17063,329,275,40708,0.839762569,0,20,18,298.0,K
17065,329,275,40709,2.52543234916079,1,20,18,298.0,K
17065,329,275,40710,0.843785822,0,20,18,298.0,K
17067,329,275,40711,2.53052335690823,1,20,18,298.0,K
17067,329,275,40712,0.847794473,0,20,18,298.0,K
17069,329,275,40713,2.53583305732767,1,20,18,298.0,K
17069,329,275,40714,0.852500439,0,20,18,298.0,K
17071,329,275,40715,2.54096819308597,1,20,18,298.0,K
17071,329,275,40716,0.856779099,0,20,18,298.0,K
17073,329,275,40717,2.54612512589559,1,20,18,298.0,K
17073,329,275,40718,0.862180054,0,20,18,298.0,K
17075,329,275,40719,2.55150425594974,1,20,18,298.0,K
17075,329,275,40720,0.867529988,0,20,18,298.0,K
17077,329,275,40721,2.55670585703961,1,20,18,298.0,K
17077,329,275,40722,0.873328328,0,20,18,298.0,K
17079,329,275,40723,2.56193016387129,1,20,18,298.0,K
17079,329,275,40724,0.878113389,0,20,18,298.0,K
17081,329,275,40725,2.56737976119192,1,20,18,298.0,K
17081,329,275,40726,0.884142339,0,20,18,298.0,K
17083,329,275,40727,2.57264994297604,1,20,18,298.0,K
17083,329,275,40728,0.891180575,0,20,18,298.0,K
17085,329,275,40729,2.57794311422409,1,20,18,298.0,K
17085,329,275,40730,0.897730887,0,20,18,298.0,K
17087,329,275,40731,2.58325893278517,1,20,18,298.0,K
17087,329,275,40732,0.904567957,0,20,18,298.0,K
17089,329,275,40733,2.58880337346667,1,20,18,298.0,K
17089,329,275,40734,0.911864221,0,20,18,298.0,K
17091,329,275,40735,2.59416660604772,1,20,18,298.0,K
17091,329,275,40736,0.918675005,0,20,18,298.0,K
17093,329,275,40737,2.59955277168331,1,20,18,298.0,K
17093,329,275,40738,0.926320016,0,20,18,298.0,K
17095,329,275,40739,2.60496268693673,1,20,18,298.0,K
17095,329,275,40740,0.934093535,0,20,18,298.0,K
17097,329,275,40741,2.61060548198851,1,20,18,298.0,K
17097,329,275,40742,0.942468226,0,20,18,298.0,K
17099,329,275,40743,2.61606339902557,1,20,18,298.0,K
17099,329,275,40744,0.949585199,0,20,18,298.0,K
17101,329,275,40745,2.62154553817622,1,20,18,298.0,K
17101,329,275,40746,0.957563579,0,20,18,298.0,K
17103,329,275,40747,2.62705172159492,1,20,18,298.0,K
17103,329,275,40748,0.966075718,0,20,18,298.0,K
17105,329,275,40749,2.63279533121852,1,20,18,298.0,K
17105,329,275,40750,0.97454375,0,20,18,298.0,K
17107,329,275,40751,2.63835115019312,1,20,18,298.0,K
17107,329,275,40752,0.982695818,0,20,18,298.0,K
17109,329,275,40753,2.64393184301834,1,20,18,298.0,K
17109,329,275,40754,0.990135729,0,20,18,298.0,K
17111,329,275,40755,2.64953671268335,1,20,18,298.0,K
17111,329,275,40756,0.99908942,0,20,18,298.0,K
17113,329,275,40757,2.65516661132372,1,20,18,298.0,K
17113,329,275,40758,1.006779909,0,20,18,298.0,K
17115,329,275,40759,2.66103970421373,1,20,18,298.0,K
17115,329,275,40760,1.015707731,0,20,18,298.0,K
17117,329,275,40761,2.66672109645145,1,20,18,298.0,K
17117,329,275,40762,1.024275541,0,20,18,298.0,K
17119,329,275,40763,2.6724275031173,1,20,18,298.0,K
17119,329,275,40764,1.03212738,0,20,18,298.0,K
17121,329,275,40765,2.67815979591218,1,20,18,298.0,K
17121,329,275,40766,1.040067434,0,20,18,298.0,K
17123,329,275,40767,2.68391761931312,1,20,18,298.0,K
17123,329,275,40768,1.047429919,0,20,18,298.0,K
17125,329,275,40769,2.68970150053254,1,20,18,298.0,K
17125,329,275,40770,1.055208921,0,20,18,298.0,K
17127,329,275,40771,2.69573533559006,1,20,18,298.0,K
17127,329,275,40772,1.063468456,0,20,18,298.0,K
17129,329,275,40773,2.70157247383179,1,20,18,298.0,K
17129,329,275,40774,1.071387291,0,20,18,298.0,K
17131,329,275,40775,2.70743620878871,1,20,18,298.0,K
17131,329,275,40776,1.079047918,0,20,18,298.0,K
17133,329,275,40777,2.71332672165341,1,20,18,298.0,K
17133,329,275,40778,1.086013556,0,20,18,298.0,K
17135,329,275,40779,2.71924365023818,1,20,18,298.0,K
17135,329,275,40780,1.093231559,0,20,18,298.0,K
17137,329,275,40781,2.72518753784073,1,20,18,298.0,K
17137,329,275,40782,1.099654555,0,20,18,298.0,K
17139,329,275,40783,2.73138934673411,1,20,18,298.0,K
17139,329,275,40784,1.106741071,0,20,18,298.0,K
17141,329,275,40785,2.73738890631913,1,20,18,298.0,K
17141,329,275,40786,1.112935066,0,20,18,298.0,K
17143,329,275,40787,2.74341562136586,1,20,18,298.0,K
17143,329,275,40788,1.118995786,0,20,18,298.0,K
17145,329,275,40789,2.74947079278208,1,20,18,298.0,K
17145,329,275,40790,1.124754786,0,20,18,298.0,K
17147,329,275,40791,2.75555368667781,1,20,18,298.0,K
17147,329,275,40792,1.129430532,0,20,18,298.0,K
17149,329,275,40793,2.76166430667827,1,20,18,298.0,K
17149,329,275,40794,1.135043025,0,20,18,298.0,K
17151,329,275,40795,2.76780340854878,1,20,18,298.0,K
17151,329,275,40796,1.139989138,0,20,18,298.0,K
17153,329,275,40797,2.77397100094921,1,20,18,298.0,K
17153,329,275,40798,1.144667983,0,20,18,298.0,K
17155,329,275,40799,2.78016728360264,1,20,18,298.0,K
17155,329,275,40800,1.149408817,0,20,18,298.0,K
17157,329,275,40801,2.78663266325502,1,20,18,298.0,K
17157,329,275,40802,1.154646277,0,20,18,298.0,K
17159,329,275,40803,2.79288781513944,1,20,18,298.0,K
17159,329,275,40804,1.157832503,0,20,18,298.0,K
17161,329,275,40805,2.79917246240517,1,20,18,298.0,K
17161,329,275,40806,1.161583662,0,20,18,298.0,K
17163,329,275,40807,2.80548700669203,1,20,18,298.0,K
17163,329,275,40808,1.165194869,0,20,18,298.0,K
17165,329,275,40809,2.81183068891489,1,20,18,298.0,K
17165,329,275,40810,1.167499781,0,20,18,298.0,K
17167,329,275,40811,2.81820429656359,1,20,18,298.0,K
17167,329,275,40812,1.171162486,0,20,18,298.0,K
17169,329,275,40813,2.82460823909809,1,20,18,298.0,K
17169,329,275,40814,1.173686028,0,20,18,298.0,K
17171,329,275,40815,2.83104253537254,1,20,18,298.0,K
17171,329,275,40816,1.176630378,0,20,18,298.0,K
17173,329,275,40817,2.83750740138062,1,20,18,298.0,K
17173,329,275,40818,1.17840147,0,20,18,298.0,K
17175,329,275,40819,2.84400265727553,1,20,18,298.0,K
17175,329,275,40820,1.180223107,0,20,18,298.0,K
17177,329,275,40821,2.85052951700672,1,20,18,298.0,K
17177,329,275,40822,1.181489229,0,20,18,298.0,K
17179,329,275,40823,2.8570870063584,1,20,18,298.0,K
17179,329,275,40824,1.18344903,0,20,18,298.0,K
17181,329,275,40825,2.86367594649271,1,20,18,298.0,K
17181,329,275,40826,1.18451035,0,20,18,298.0,K
17183,329,275,40827,2.87029656388345,1,20,18,298.0,K
17183,329,275,40828,1.18522656,0,20,18,298.0,K
17185,329,275,40829,2.87694929076767,1,20,18,298.0,K
17185,329,275,40830,1.186385632,0,20,18,298.0,K
17187,329,275,40831,2.88363395178522,1,20,18,298.0,K
17187,329,275,40832,1.187144876,0,20,18,298.0,K
17189,329,275,40833,2.89035057170239,1,20,18,298.0,K
17189,329,275,40834,1.187793732,0,20,18,298.0,K
17191,329,275,40835,2.89710041233351,1,20,18,298.0,K
17191,329,275,40836,1.187559128,0,20,18,298.0,K
17193,329,275,40837,2.90388268360046,1,20,18,298.0,K
17193,329,275,40838,1.187839389,0,20,18,298.0,K
17195,329,275,40839,2.91069803504907,1,20,18,298.0,K
17195,329,275,40840,1.188286185,0,20,18,298.0,K
17197,329,275,40841,2.91754650026317,1,20,18,298.0,K
17197,329,275,40842,1.188128829,0,20,18,298.0,K
17199,329,275,40843,2.92442874164151,1,20,18,298.0,K
17199,329,275,40844,1.188759565,0,20,18,298.0,K
17201,329,275,40845,2.93134437513598,1,20,18,298.0,K
17201,329,275,40846,1.189163089,0,20,18,298.0,K
17203,329,275,40847,2.93829406892193,1,20,18,298.0,K
17203,329,275,40848,1.189392805,0,20,18,298.0,K
17205,329,275,40849,2.94527828826385,1,20,18,298.0,K
17205,329,275,40850,1.190091133,0,20,18,298.0,K
17207,329,275,40851,2.95229686182827,1,20,18,298.0,K
17207,329,275,40852,1.190667629,0,20,18,298.0,K
17209,329,275,40853,2.95935004346771,1,20,18,298.0,K
17209,329,275,40854,1.191853762,0,20,18,298.0,K
17211,329,275,40855,2.96643787309643,1,20,18,298.0,K
17211,329,275,40856,1.192720532,0,20,18,298.0,K
17213,329,275,40857,2.97356169392197,1,20,18,298.0,K
17213,329,275,40858,1.193670392,0,20,18,298.0,K
17215,329,275,40859,2.98072068729667,1,20,18,298.0,K
17215,329,275,40860,1.193252802,0,20,18,298.0,K
17217,329,275,40861,2.98791533378244,1,20,18,298.0,K
17217,329,275,40862,1.19484067,0,20,18,298.0,K
17219,329,275,40863,2.99514590013042,1,20,18,298.0,K
17219,329,275,40864,1.195819616,0,20,18,298.0,K
17221,329,275,40865,3.00241332094122,1,20,18,298.0,K
17221,329,275,40866,1.198243976,0,20,18,298.0,K
17223,329,275,40867,3.00971698682627,1,20,18,298.0,K
17223,329,275,40868,1.199802041,0,20,18,298.0,K
17225,329,275,40869,3.01705739261051,1,20,18,298.0,K
17225,329,275,40870,1.202162385,0,20,18,298.0,K
17227,329,275,40871,3.02443526741623,1,20,18,298.0,K
17227,329,275,40872,1.204587817,0,20,18,298.0,K
17229,329,275,40873,3.03185021933055,1,20,18,298.0,K
17229,329,275,40874,1.207856297,0,20,18,298.0,K
17231,329,275,40875,3.03930343722213,1,20,18,298.0,K
17231,329,275,40876,1.210258484,0,20,18,298.0,K
17233,329,275,40877,3.04679339001123,1,20,18,298.0,K
17233,329,275,40878,1.214245319,0,20,18,298.0,K
17235,329,275,40879,3.05432287552205,1,20,18,298.0,K
17235,329,275,40880,1.218808651,0,20,18,298.0,K
17237,329,275,40881,3.06159874278055,1,20,18,298.0,K
17237,329,275,40882,1.222596169,0,20,18,298.0,K
17239,329,275,40883,3.0692035289223,1,20,18,298.0,K
17239,329,275,40884,1.227671027,0,20,18,298.0,K
17241,329,275,40885,3.07684735288483,1,20,18,298.0,K
17241,329,275,40886,1.23286438,0,20,18,298.0,K
17243,329,275,40887,3.08453121936558,1,20,18,298.0,K
17243,329,275,40888,1.239385724,0,20,18,298.0,K
17245,329,275,40889,3.09225426563141,1,20,18,298.0,K
17245,329,275,40890,1.245571494,0,20,18,298.0,K
17247,329,275,40891,3.10001750192381,1,20,18,298.0,K
17247,329,275,40892,1.252729774,0,20,18,298.0,K
17249,329,275,40893,3.10782100481965,1,20,18,298.0,K
17249,329,275,40894,1.261154652,0,20,18,298.0,K
17251,329,275,40895,3.11566532691533,1,20,18,298.0,K
17251,329,275,40896,1.269057274,0,20,18,298.0,K
17253,329,275,40897,3.12355030897714,1,20,18,298.0,K
17253,329,275,40898,1.278329372,0,20,18,298.0,K
17255,329,275,40899,3.13117100382405,1,20,18,298.0,K
17255,329,275,40900,1.287187696,0,20,18,298.0,K
17257,329,275,40901,3.13913767374195,1,20,18,298.0,K
17257,329,275,40902,1.297597051,0,20,18,298.0,K
17259,329,275,40903,3.14714596170083,1,20,18,298.0,K
17259,329,275,40904,1.308390379,0,20,18,298.0,K
17261,329,275,40905,3.15519668423108,1,20,18,298.0,K
17261,329,275,40906,1.318648338,0,20,18,298.0,K
17263,329,275,40907,3.16329017910541,1,20,18,298.0,K
17263,329,275,40908,1.330446243,0,20,18,298.0,K
17265,329,275,40909,3.1714262920938,1,20,18,298.0,K
17265,329,275,40910,1.342028141,0,20,18,298.0,K
17267,329,275,40911,3.17960585949881,1,20,18,298.0,K
17267,329,275,40912,1.354644418,0,20,18,298.0,K
17269,329,275,40913,3.18751187958686,1,20,18,298.0,K
17269,329,275,40914,1.368248105,0,20,18,298.0,K
17271,329,275,40915,3.19577700212811,1,20,18,298.0,K
17271,329,275,40916,1.380486012,0,20,18,298.0,K
17273,329,275,40917,3.20408661361558,1,20,18,298.0,K
17273,329,275,40918,1.394250751,0,20,18,298.0,K
17275,329,275,40919,3.2124405669771,1,20,18,298.0,K
17275,329,275,40920,1.407696128,0,20,18,298.0,K
17277,329,275,40921,3.22083998338953,1,20,18,298.0,K
17277,329,275,40922,1.421833634,0,20,18,298.0,K
17279,329,275,40923,3.22928446490904,1,20,18,298.0,K
17279,329,275,40924,1.435774088,0,20,18,298.0,K
17281,329,275,40925,3.23744726173281,1,20,18,298.0,K
17281,329,275,40926,1.449245453,0,20,18,298.0,K
17283,329,275,40927,3.24598175919451,1,20,18,298.0,K
17283,329,275,40928,1.46408987,0,20,18,298.0,K
17285,329,275,40929,3.25456293660684,1,20,18,298.0,K
17285,329,275,40930,1.478627801,0,20,18,298.0,K
17287,329,275,40931,3.26319065287733,1,20,18,298.0,K
17287,329,275,40932,1.493895769,0,20,18,298.0,K
17289,329,275,40933,3.27186607909964,1,20,18,298.0,K
17289,329,275,40934,1.508354902,0,20,18,298.0,K
17291,329,275,40935,3.28058828620315,1,20,18,298.0,K
17291,329,275,40936,1.522161007,0,20,18,298.0,K
17293,329,275,40937,3.28902083396004,1,20,18,298.0,K
17293,329,275,40938,1.536976218,0,20,18,298.0,K
17295,329,275,40939,3.29783807886998,1,20,18,298.0,K
17295,329,275,40940,1.551585674,0,20,18,298.0,K
17297,329,275,40941,3.30670380227305,1,20,18,298.0,K
17297,329,275,40942,1.567693353,0,20,18,298.0,K
17299,329,275,40943,3.31561867528775,1,20,18,298.0,K
17299,329,275,40944,1.584837079,0,20,18,298.0,K
17301,329,275,40945,3.32423794754431,1,20,18,298.0,K
17301,329,275,40946,1.599579573,0,20,18,298.0,K
17303,329,275,40947,3.33325075204595,1,20,18,298.0,K
17303,329,275,40948,1.619402409,0,20,18,298.0,K
17305,329,275,40949,3.34231338546581,1,20,18,298.0,K
17305,329,275,40950,1.635619044,0,20,18,298.0,K
17307,329,275,40951,3.35142709179204,1,20,18,298.0,K
17307,329,275,40952,1.657385468,0,20,18,298.0,K
17309,329,275,40953,3.36059202574062,1,20,18,298.0,K
17309,329,275,40954,1.681281209,0,20,18,298.0,K
17311,329,275,40955,3.36945316933924,1,20,18,298.0,K
17311,329,275,40956,1.703110456,0,20,18,298.0,K
17313,329,275,40957,3.37871990303885,1,20,18,298.0,K
17313,329,275,40958,1.731116414,0,20,18,298.0,K
17315,329,275,40959,3.38803887961612,1,20,18,298.0,K
17315,329,275,40960,1.763970256,0,20,18,298.0,K
17317,329,275,40961,3.39741110785622,1,20,18,298.0,K
17317,329,275,40962,1.799211264,0,20,18,298.0,K
17319,329,275,40963,3.40647317025647,1,20,18,298.0,K
17319,329,275,40964,1.838048577,0,20,18,298.0,K
17321,329,275,40965,3.41595010497107,1,20,18,298.0,K
17321,329,275,40966,1.88872993,0,20,18,298.0,K
17323,329,275,40967,3.42548193842285,1,20,18,298.0,K
17323,329,275,40968,1.939007759,0,20,18,298.0,K
17325,329,275,40969,3.43506827768174,1,20,18,298.0,K
17325,329,275,40970,1.998524666,0,20,18,298.0,K
