id,subset_id,dataset_id,numerical_id,value,qualifier,primary_property_id,secondary_property_id,value_temp,label
203,6,6,405,0.72701,0,4,5,296.0,K
204,6,6,406,546.888,1,4,5,296.0,K
204,6,6,407,0.72383,0,4,5,296.0,K
205,6,6,408,549.41,1,4,5,296.0,K
205,6,6,409,0.72136,0,4,5,296.0,K
206,6,6,410,552.331,1,4,5,296.0,K
206,6,6,411,0.71889,0,4,5,296.0,K
207,6,6,412,554.056,1,4,5,296.0,K
207,6,6,413,0.71783,0,4,5,296.0,K
208,6,6,414,557.508,1,4,5,296.0,K
208,6,6,415,0.71536,0,4,5,296.0,K
209,6,6,416,560.162,1,4,5,296.0,K
209,6,6,417,0.7136,0,4,5,296.0,K
210,6,6,418,562.286,1,4,5,296.0,K
210,6,6,419,0.71254,0,4,5,296.0,K
211,6,6,420,563.879,1,4,5,296.0,K
211,6,6,421,0.7121,0,4,5,296.0,K
212,7,7,422,350.744,1,4,5,296.0,K
212,7,7,423,0.30186,0,4,5,296.0,K
213,7,7,424,352.85,1,4,5,296.0,K
213,7,7,425,0.30186,0,4,5,296.0,K
214,7,7,426,354.957,1,4,5,296.0,K
214,7,7,427,0.30187,0,4,5,296.0,K
215,7,7,428,357.064,1,4,5,296.0,K
215,7,7,429,0.30187,0,4,5,296.0,K
216,7,7,430,359.171,1,4,5,296.0,K
216,7,7,431,0.30187,0,4,5,296.0,K
217,7,7,432,361.277,1,4,5,296.0,K
217,7,7,433,0.30188,0,4,5,296.0,K
218,7,7,434,363.384,1,4,5,296.0,K
218,7,7,435,0.30188,0,4,5,296.0,K
219,7,7,436,365.491,1,4,5,296.0,K
219,7,7,437,0.30188,0,4,5,296.0,K
220,7,7,438,367.597,1,4,5,296.0,K
220,7,7,439,0.30189,0,4,5,296.0,K
221,7,7,440,369.704,1,4,5,296.0,K
221,7,7,441,0.30189,0,4,5,296.0,K
222,7,7,442,371.81,1,4,5,296.0,K
222,7,7,443,0.30302,0,4,5,296.0,K
223,7,7,444,373.496,1,4,5,296.0,K
223,7,7,445,0.3019,0,4,5,296.0,K
224,7,7,446,375.603,1,4,5,296.0,K
224,7,7,447,0.3019,0,4,5,296.0,K
225,7,7,448,377.288,1,4,5,296.0,K
225,7,7,449,0.30191,0,4,5,296.0,K
226,7,7,450,379.395,1,4,5,296.0,K
226,7,7,451,0.30191,0,4,5,296.0,K
227,7,7,452,381.502,1,4,5,296.0,K
227,7,7,453,0.30191,0,4,5,296.0,K
228,7,7,454,383.187,1,4,5,296.0,K
228,7,7,455,0.30304,0,4,5,296.0,K
229,7,7,456,385.293,1,4,5,296.0,K
229,7,7,457,0.30416,0,4,5,296.0,K
230,7,7,458,387.4,1,4,5,296.0,K
230,7,7,459,0.30417,0,4,5,296.0,K
231,7,7,460,389.506,1,4,5,296.0,K
231,7,7,461,0.30642,0,4,5,296.0,K
232,7,7,462,391.19,1,4,5,296.0,K
232,7,7,463,0.30979,0,4,5,296.0,K
233,7,7,464,392.875,1,4,5,296.0,K
233,7,7,465,0.31316,0,4,5,296.0,K
234,7,7,466,394.138,1,4,5,296.0,K
234,7,7,467,0.31765,0,4,5,296.0,K
235,7,7,468,394.979,1,4,5,296.0,K
235,7,7,469,0.32214,0,4,5,296.0,K
236,7,7,470,395.82,1,4,5,296.0,K
236,7,7,471,0.32776,0,4,5,296.0,K
237,7,7,472,396.662,1,4,5,296.0,K
237,7,7,473,0.33225,0,4,5,296.0,K
238,7,7,474,397.503,1,4,5,296.0,K
238,7,7,475,0.33787,0,4,5,296.0,K
239,7,7,476,397.923,1,4,5,296.0,K
239,7,7,477,0.34348,0,4,5,296.0,K
240,7,7,478,398.764,1,4,5,296.0,K
240,7,7,479,0.34909,0,4,5,296.0,K
241,7,7,480,399.184,1,4,5,296.0,K
241,7,7,481,0.35471,0,4,5,296.0,K
242,7,7,482,399.604,1,4,5,296.0,K
242,7,7,483,0.3592,0,4,5,296.0,K
243,7,7,484,400.024,1,4,5,296.0,K
243,7,7,485,0.36481,0,4,5,296.0,K
244,7,7,486,400.444,1,4,5,296.0,K
244,7,7,487,0.37043,0,4,5,296.0,K
245,7,7,488,401.285,1,4,5,296.0,K
245,7,7,489,0.37604,0,4,5,296.0,K
246,7,7,490,401.705,1,4,5,296.0,K
246,7,7,491,0.38166,0,4,5,296.0,K
247,7,7,492,402.125,1,4,5,296.0,K
247,7,7,493,0.38727,0,4,5,296.0,K
248,7,7,494,402.966,1,4,5,296.0,K
248,7,7,495,0.39176,0,4,5,296.0,K
249,7,7,496,404.231,1,4,5,296.0,K
249,7,7,497,0.3884,0,4,5,296.0,K
250,7,7,498,405.075,1,4,5,296.0,K
250,7,7,499,0.38391,0,4,5,296.0,K
251,7,7,500,405.919,1,4,5,296.0,K
251,7,7,501,0.37829,0,4,5,296.0,K
252,7,7,502,406.342,1,4,5,296.0,K
252,7,7,503,0.37268,0,4,5,296.0,K
253,7,7,504,406.765,1,4,5,296.0,K
253,7,7,505,0.36707,0,4,5,296.0,K
254,7,7,506,407.188,1,4,5,296.0,K
254,7,7,507,0.36146,0,4,5,296.0,K
255,7,7,508,407.61,1,4,5,296.0,K
255,7,7,509,0.35584,0,4,5,296.0,K
256,7,7,510,408.455,1,4,5,296.0,K
256,7,7,511,0.35023,0,4,5,296.0,K
257,7,7,512,408.877,1,4,5,296.0,K
257,7,7,513,0.34574,0,4,5,296.0,K
258,7,7,514,409.721,1,4,5,296.0,K
258,7,7,515,0.34013,0,4,5,296.0,K
259,7,7,516,410.565,1,4,5,296.0,K
259,7,7,517,0.33452,0,4,5,296.0,K
260,7,7,518,411.409,1,4,5,296.0,K
260,7,7,519,0.33003,0,4,5,296.0,K
261,7,7,520,412.675,1,4,5,296.0,K
261,7,7,521,0.32554,0,4,5,296.0,K
262,7,7,522,413.94,1,4,5,296.0,K
262,7,7,523,0.32105,0,4,5,296.0,K
263,7,7,524,415.626,1,4,5,296.0,K
263,7,7,525,0.31769,0,4,5,296.0,K
264,7,7,526,417.312,1,4,5,296.0,K
264,7,7,527,0.31432,0,4,5,296.0,K
265,7,7,528,419.419,1,4,5,296.0,K
265,7,7,529,0.31321,0,4,5,296.0,K
266,7,7,530,421.105,1,4,5,296.0,K
266,7,7,531,0.31096,0,4,5,296.0,K
267,7,7,532,423.212,1,4,5,296.0,K
267,7,7,533,0.30984,0,4,5,296.0,K
268,7,7,534,425.319,1,4,5,296.0,K
268,7,7,535,0.30873,0,4,5,296.0,K
269,7,7,536,427.426,1,4,5,296.0,K
269,7,7,537,0.30873,0,4,5,296.0,K
270,7,7,538,429.533,1,4,5,296.0,K
270,7,7,539,0.30761,0,4,5,296.0,K
271,7,7,540,431.219,1,4,5,296.0,K
271,7,7,541,0.30649,0,4,5,296.0,K
272,7,7,542,433.325,1,4,5,296.0,K
272,7,7,543,0.30649,0,4,5,296.0,K
273,7,7,544,435.432,1,4,5,296.0,K
273,7,7,545,0.3065,0,4,5,296.0,K
274,7,7,546,437.539,1,4,5,296.0,K
274,7,7,547,0.3065,0,4,5,296.0,K
275,7,7,548,439.645,1,4,5,296.0,K
275,7,7,549,0.30651,0,4,5,296.0,K
276,7,7,550,441.331,1,4,5,296.0,K
276,7,7,551,0.30651,0,4,5,296.0,K
277,7,7,552,443.437,1,4,5,296.0,K
277,7,7,553,0.30651,0,4,5,296.0,K
278,7,7,554,445.123,1,4,5,296.0,K
278,7,7,555,0.30539,0,4,5,296.0,K
279,7,7,556,447.23,1,4,5,296.0,K
279,7,7,557,0.3054,0,4,5,296.0,K
280,7,7,558,449.337,1,4,5,296.0,K
280,7,7,559,0.3054,0,4,5,296.0,K
281,7,7,560,451.443,1,4,5,296.0,K
281,7,7,561,0.3054,0,4,5,296.0,K
282,7,7,562,453.55,1,4,5,296.0,K
282,7,7,563,0.30541,0,4,5,296.0,K
283,7,7,564,455.657,1,4,5,296.0,K
283,7,7,565,0.30541,0,4,5,296.0,K
284,7,7,566,457.763,1,4,5,296.0,K
284,7,7,567,0.30542,0,4,5,296.0,K
285,7,7,568,459.87,1,4,5,296.0,K
285,7,7,569,0.30542,0,4,5,296.0,K
286,7,7,570,461.977,1,4,5,296.0,K
286,7,7,571,0.30542,0,4,5,296.0,K
287,7,7,572,463.662,1,4,5,296.0,K
287,7,7,573,0.30543,0,4,5,296.0,K
288,7,7,574,465.769,1,4,5,296.0,K
288,7,7,575,0.30543,0,4,5,296.0,K
289,7,7,576,467.875,1,4,5,296.0,K
289,7,7,577,0.30656,0,4,5,296.0,K
290,7,7,578,469.982,1,4,5,296.0,K
290,7,7,579,0.30656,0,4,5,296.0,K
291,7,7,580,472.089,1,4,5,296.0,K
291,7,7,581,0.30656,0,4,5,296.0,K
292,7,7,582,474.195,1,4,5,296.0,K
292,7,7,583,0.30657,0,4,5,296.0,K
293,7,7,584,476.302,1,4,5,296.0,K
293,7,7,585,0.30657,0,4,5,296.0,K
294,7,7,586,478.409,1,4,5,296.0,K
294,7,7,587,0.30657,0,4,5,296.0,K
295,7,7,588,480.515,1,4,5,296.0,K
295,7,7,589,0.30658,0,4,5,296.0,K
296,7,7,590,482.622,1,4,5,296.0,K
296,7,7,591,0.30658,0,4,5,296.0,K
297,7,7,592,484.729,1,4,5,296.0,K
297,7,7,593,0.30659,0,4,5,296.0,K
298,7,7,594,486.414,1,4,5,296.0,K
298,7,7,595,0.30771,0,4,5,296.0,K
299,7,7,596,488.521,1,4,5,296.0,K
299,7,7,597,0.30771,0,4,5,296.0,K
300,7,7,598,490.627,1,4,5,296.0,K
300,7,7,599,0.30772,0,4,5,296.0,K
301,7,7,600,492.312,1,4,5,296.0,K
301,7,7,601,0.30884,0,4,5,296.0,K
302,7,7,602,494.419,1,4,5,296.0,K
302,7,7,603,0.30885,0,4,5,296.0,K
303,7,7,604,496.526,1,4,5,296.0,K
303,7,7,605,0.30885,0,4,5,296.0,K
304,7,7,606,498.632,1,4,5,296.0,K
304,7,7,607,0.30886,0,4,5,296.0,K
305,7,7,608,500.739,1,4,5,296.0,K
305,7,7,609,0.30998,0,4,5,296.0,K
306,7,7,610,502.846,1,4,5,296.0,K
306,7,7,611,0.30999,0,4,5,296.0,K
307,7,7,612,504.952,1,4,5,296.0,K
307,7,7,613,0.30999,0,4,5,296.0,K
308,7,7,614,507.059,1,4,5,296.0,K
308,7,7,615,0.30999,0,4,5,296.0,K
309,7,7,616,509.165,1,4,5,296.0,K
309,7,7,617,0.31112,0,4,5,296.0,K
310,7,7,618,511.272,1,4,5,296.0,K
310,7,7,619,0.31112,0,4,5,296.0,K
311,7,7,620,513.379,1,4,5,296.0,K
311,7,7,621,0.31113,0,4,5,296.0,K
312,7,7,622,515.485,1,4,5,296.0,K
312,7,7,623,0.31113,0,4,5,296.0,K
313,7,7,624,517.592,1,4,5,296.0,K
313,7,7,625,0.31226,0,4,5,296.0,K
314,7,7,626,519.699,1,4,5,296.0,K
314,7,7,627,0.31226,0,4,5,296.0,K
315,7,7,628,521.805,1,4,5,296.0,K
315,7,7,629,0.31339,0,4,5,296.0,K
316,7,7,630,523.912,1,4,5,296.0,K
316,7,7,631,0.31339,0,4,5,296.0,K
317,7,7,632,525.597,1,4,5,296.0,K
317,7,7,633,0.31339,0,4,5,296.0,K
318,7,7,634,527.703,1,4,5,296.0,K
318,7,7,635,0.31452,0,4,5,296.0,K
319,7,7,636,529.81,1,4,5,296.0,K
319,7,7,637,0.31452,0,4,5,296.0,K
320,7,7,638,531.917,1,4,5,296.0,K
320,7,7,639,0.31453,0,4,5,296.0,K
321,7,7,640,534.023,1,4,5,296.0,K
321,7,7,641,0.31565,0,4,5,296.0,K
322,7,7,642,535.709,1,4,5,296.0,K
322,7,7,643,0.31566,0,4,5,296.0,K
323,7,7,644,537.815,1,4,5,296.0,K
323,7,7,645,0.31678,0,4,5,296.0,K
324,7,7,646,539.922,1,4,5,296.0,K
324,7,7,647,0.31679,0,4,5,296.0,K
325,7,7,648,542.028,1,4,5,296.0,K
325,7,7,649,0.31679,0,4,5,296.0,K
326,7,7,650,544.135,1,4,5,296.0,K
326,7,7,651,0.31679,0,4,5,296.0,K
327,7,7,652,545.821,1,4,5,296.0,K
327,7,7,653,0.3168,0,4,5,296.0,K
328,7,7,654,547.927,1,4,5,296.0,K
328,7,7,655,0.31792,0,4,5,296.0,K
329,7,7,656,550.034,1,4,5,296.0,K
329,7,7,657,0.31793,0,4,5,296.0,K
330,7,7,658,552.14,1,4,5,296.0,K
330,7,7,659,0.31793,0,4,5,296.0,K
331,7,7,660,553.826,1,4,5,296.0,K
331,7,7,661,0.31793,0,4,5,296.0,K
332,7,7,662,555.932,1,4,5,296.0,K
332,7,7,663,0.31794,0,4,5,296.0,K
333,7,7,664,558.039,1,4,5,296.0,K
333,7,7,665,0.31794,0,4,5,296.0,K
334,7,7,666,560.146,1,4,5,296.0,K
334,7,7,667,0.31795,0,4,5,296.0,K
335,7,7,668,562.252,1,4,5,296.0,K
335,7,7,669,0.31907,0,4,5,296.0,K
336,7,7,670,564.359,1,4,5,296.0,K
336,7,7,671,0.319,0,4,5,296.0,K
337,8,8,672,330.885,1,4,5,293.0,K
337,8,8,673,0.01694,0,4,5,293.0,K
338,8,8,674,331.548,1,4,5,293.0,K
338,8,8,675,0.01694,0,4,5,293.0,K
339,8,8,676,332.477,1,4,5,293.0,K
339,8,8,677,0.018,0,4,5,293.0,K
340,8,8,678,332.874,1,4,5,293.0,K
340,8,8,679,0.02154,0,4,5,293.0,K
341,8,8,680,333.133,1,4,5,293.0,K
341,8,8,681,0.0272,0,4,5,293.0,K
342,8,8,682,333.258,1,4,5,293.0,K
342,8,8,683,0.03356,0,4,5,293.0,K
343,8,8,684,333.269,1,4,5,293.0,K
343,8,8,685,0.04806,0,4,5,293.0,K
344,8,8,686,333.271,1,4,5,293.0,K
344,8,8,687,0.06044,0,4,5,293.0,K
345,8,8,688,333.52,1,4,5,293.0,K
345,8,8,689,0.07387,0,4,5,293.0,K
346,8,8,690,333.66,1,4,5,293.0,K
346,8,8,691,0.08802,0,4,5,293.0,K
347,8,8,692,334.314,1,4,5,293.0,K
347,8,8,693,0.09721,0,4,5,293.0,K
348,8,8,694,334.976,1,4,5,293.0,K
348,8,8,695,0.10252,0,4,5,293.0,K
349,8,8,696,336.037,1,4,5,293.0,K
349,8,8,697,0.10676,0,4,5,293.0,K
350,8,8,698,337.365,1,4,5,293.0,K
350,8,8,699,0.10146,0,4,5,293.0,K
351,8,8,700,337.633,1,4,5,293.0,K
351,8,8,701,0.09439,0,4,5,293.0,K
352,8,8,702,338.564,1,4,5,293.0,K
352,8,8,703,0.08343,0,4,5,293.0,K
353,8,8,704,339.097,1,4,5,293.0,K
353,8,8,705,0.07565,0,4,5,293.0,K
354,8,8,706,340.427,1,4,5,293.0,K
354,8,8,707,0.06717,0,4,5,293.0,K
355,8,8,708,340.693,1,4,5,293.0,K
355,8,8,709,0.06399,0,4,5,293.0,K
356,8,8,710,340.96,1,4,5,293.0,K
356,8,8,711,0.05798,0,4,5,293.0,K
357,8,8,712,341.359,1,4,5,293.0,K
357,8,8,713,0.05515,0,4,5,293.0,K
358,8,8,714,342.289,1,4,5,293.0,K
358,8,8,715,0.04984,0,4,5,293.0,K
359,8,8,716,343.087,1,4,5,293.0,K
359,8,8,717,0.0456,0,4,5,293.0,K
360,8,8,718,344.548,1,4,5,293.0,K
360,8,8,719,0.03995,0,4,5,293.0,K
361,8,8,720,345.611,1,4,5,293.0,K
361,8,8,721,0.03641,0,4,5,293.0,K
362,8,8,722,347.072,1,4,5,293.0,K
362,8,8,723,0.03288,0,4,5,293.0,K
363,8,8,724,348.533,1,4,5,293.0,K
363,8,8,725,0.02864,0,4,5,293.0,K
364,8,8,726,349.993,1,4,5,293.0,K
364,8,8,727,0.02652,0,4,5,293.0,K
365,8,8,728,352.249,1,4,5,293.0,K
365,8,8,729,0.02511,0,4,5,293.0,K
366,8,8,730,354.241,1,4,5,293.0,K
366,8,8,731,0.02335,0,4,5,293.0,K
367,8,8,732,356.497,1,4,5,293.0,K
367,8,8,733,0.02158,0,4,5,293.0,K
368,8,8,734,359.417,1,4,5,293.0,K
368,8,8,735,0.02053,0,4,5,293.0,K
369,8,8,736,363.133,1,4,5,293.0,K
369,8,8,737,0.01983,0,4,5,293.0,K
370,8,8,738,366.85,1,4,5,293.0,K
370,8,8,739,0.01948,0,4,5,293.0,K
371,8,8,740,371.229,1,4,5,293.0,K
371,8,8,741,0.01949,0,4,5,293.0,K
372,8,8,742,374.812,1,4,5,293.0,K
372,8,8,743,0.02091,0,4,5,293.0,K
373,8,8,744,378.661,1,4,5,293.0,K
373,8,8,745,0.02056,0,4,5,293.0,K
374,8,8,746,383.041,1,4,5,293.0,K
374,8,8,747,0.01986,0,4,5,293.0,K
375,8,8,748,388.746,1,4,5,293.0,K
375,8,8,749,0.0227,0,4,5,293.0,K
376,8,8,750,391.932,1,4,5,293.0,K
376,8,8,751,0.022,0,4,5,293.0,K
377,8,8,752,394.586,1,4,5,293.0,K
377,8,8,753,0.02271,0,4,5,293.0,K
378,8,8,754,397.771,1,4,5,293.0,K
378,8,8,755,0.02378,0,4,5,293.0,K
379,8,8,756,400.159,1,4,5,293.0,K
379,8,8,757,0.02413,0,4,5,293.0,K
380,8,8,758,403.079,1,4,5,293.0,K
380,8,8,759,0.02626,0,4,5,293.0,K
381,8,8,760,405.732,1,4,5,293.0,K
381,8,8,761,0.02803,0,4,5,293.0,K
382,8,8,762,409.581,1,4,5,293.0,K
382,8,8,763,0.02839,0,4,5,293.0,K
383,8,8,764,414.756,1,4,5,293.0,K
383,8,8,765,0.03017,0,4,5,293.0,K
384,8,8,766,417.543,1,4,5,293.0,K
384,8,8,767,0.03018,0,4,5,293.0,K
385,8,8,768,421.126,1,4,5,293.0,K
385,8,8,769,0.0323,0,4,5,293.0,K
386,8,8,770,424.709,1,4,5,293.0,K
386,8,8,771,0.03408,0,4,5,293.0,K
387,8,8,772,428.16,1,4,5,293.0,K
387,8,8,773,0.03338,0,4,5,293.0,K
388,8,8,774,432.539,1,4,5,293.0,K
388,8,8,775,0.03515,0,4,5,293.0,K
389,8,8,776,435.326,1,4,5,293.0,K
389,8,8,777,0.03551,0,4,5,293.0,K
390,8,8,778,438.112,1,4,5,293.0,K
390,8,8,779,0.03693,0,4,5,293.0,K
391,8,8,780,441.43,1,4,5,293.0,K
391,8,8,781,0.03658,0,4,5,293.0,K
392,8,8,782,444.084,1,4,5,293.0,K
392,8,8,783,0.038,0,4,5,293.0,K
393,8,8,784,449.127,1,4,5,293.0,K
